_id,feedback
97,"Northern Radiator, an employee owned company, provides high quality heating and cooling products for automotive, agricultural, truck, industrial and racing products. Northern Radiator has been in business for over 48 years. Our headquarters, manufacturing facility, and primary distribution facility is located in Willmar, Minnesota with 20 regional distribution centers located throughout the U.S. '“ less"
98,"At Goodwill, our mission is a simple one: we put people to work.

Every day, thousands of men and women face barriers that make it difficult for them to find work and earn a paycheck to support their families. Sometimes it's lack of training or education, limited job skills, or a disability. But with the support of donors and shoppers like you, we overcome those barriers. Goodwill gives people the tools they need to find a job which allows them to support themselves and their families.

Your donations and store purchases help. '“ less"
99,"Altar'd State offers a place of respite and a distinctive shopping experience with the latest fashion finds, the most sought-after accessories, charming home dÃ©cor and gifts in over 100 boutiques throughout the Midwest, South, Mid-Atlantic, West and Northeast regions. The company seeks to inspire through action and supports a mission of standing out for good in the world. From day one, Altar'd State has pioneered connecting retail with goodwill through efforts ranging from donations in local communities, offering a generous volunteer program for employees, and funding child-focused, global initiatives that support social development efforts in underserved areas in Peru. '“ less"
100,"We're maurices, a fast-growing women's fashion retailer offering real style for women, sizes 1-24. It's our goal to provide ideas and inspiration, clothing and accessories that go from work to play to everyday.

We operate more than 900 stores in the U.S. and Canada and are located primarily in small to medium-sized markets. While we've grown substantially over the years, we're anything but corporate. In fact we believe it's the unique strengths of individuals that make maurices a better place to work, a better store to shop and a better member of our communities. We are are known for our amazing service and culture!

We are a subsidiary of Ascena Retail Group, Inc (NASDQ '“ ASNA), which also includes Justice, Catherines, Lane Bryant and dressbarn brands. We operate as five distinct brands sharing a common purpose: we make people feel good about themselves!

Love Fashion? Let's Talk. If you are looking for a company that invests in you and truly cares about your ideas and professional and personal growth, we could be a great match! We invite you to visit maurices.com and explore our career opportunities '“ from part-time store associates to management to home office positions. '“ less"
101,"The Armani Group is one of the leading fashion and luxury goods groups in the world today with 10,500 direct employees, 12 production plants and more than 2,704 boutiques in 60 countries around the world.

It designs, manufactures, distributes and retails fashion and lifestyle products including apparel, accessories, eyewear, watches, jewelry, home interiors, fragrances and cosmetics under a range of brand names: Giorgio Armani, Emporio Armani, A|X Armani Exchange, Armani Junior and Armani Casa. '“ less"
102,"Rooms To Go opened its doors in Orlando, Florida in 1991. Since then we have grown into America's #1 independent furniture company with the nation's largest furniture inventory. Along with the creation of this great furniture company, an exciting and innovative way to shop furniture was born that allows customers a simplified shopping experience, where every detail of a room package is coordinated by world-class designers and then bundled to increase savings.

Today, Rooms To Go is over 7,500 employees strong, operating over 250 stores and 6 state-of-the-art distribution centers. We are the industry leader in time-to-deliver, financing, product availability and have the latest fashions and great designs. Simply put, we sell quality at a great price.

Rooms To Go offers our customers a better way to shop through innovation, integrity and honesty. As an employer, we offer a comfortable, friendly work environment and tremendous growth opportunities. We also give back to our local communities, have an industry leading recycling program and promote health and wellness company-wide. '“ less"
103,"Based in Kansas City, Missouri, SutherlandsÂ® is one of the largest privately-owned home improvement center chains in the United States. We currently operate 49 home improvement stores spread across 14 states. Our local building supply and hardware stores range in size from small lumberyards to large 140,000+ square foot warehouse stores. The combined buying power of Sutherlands is passed directly to our customers. From hardware, lumber, cabinets and pole barns to plywood and OSB, fencing, mulch, power tools and furniture...we simply sell for less! '“ less"
104,"Live your passion, grow your career! For more than 60 years, Natural Grocers has combined the affordability of natural groceries and supplements with free health and nutrition education. Our industry leading standards are never compromised in order to empower our community. Our mission is shared through providing a selection of more than 30,000 natural and organic groceries, supplements, body care and household products as well as free science-based literature, nutritional counseling, and educational cooking demonstrations led by enthusiastic, knowledgeable employees. Providing access to accurate nutrition information and the highest quality natural products is why we exist. If you appreciate a passion for an affordable, nutritious diet and empowering others to wellness through nutrition education, you belong on the good4u crew! The good4u Revolution is here, grow with us in a blossoming green industry.

Our company has been in business since 1955. We are a company that is built on great intent and integrity. If you'd like to work for a family run company:

Â· one that has the highest standards in the natural and organic grocery industry,
Â· one whose core values include a commitment to employees and the community,
Â· one who strives to hire full-time 'œgood4u crew members' and provides them with great benefits,
Â· one that believes so much in the importance of natural and organic farming practices that it sells only 100% Free Range Eggs and 100% Pasture-Based Dairy,
Â· one that believes in educating consumers about nutrition and healthy food choices, and making sure that everyone has access to healthy food by keeping prices Always Affordable Every Day.

Then you share the same values that we do and we'd like for you to join the good4u crew at Natural Grocers!

-The Isely Family- Kemper, Zephyr, Heather and Liz Isely '“ less"
105,"Sheer Science is improving lives with innovative products that deliver real results!

Can you see it with your own eyes? Can you experience the benefit ?

These questions demand an answer of 'œYES' at Sheer Science.

Our process is simple, we scour the globe for innovative products that work. Through clinical studies we deliver an unwavering commitment of real results and true experiential benefits. Customer trust and confidence is the only meaningful way of judging success. '“ less"
106,"Lambert Vet Supply was established in 1994 with a twofold mission: first to provide pet owners with quality pet supplies, pet medications and veterinary supplies at competitive prices; Second, to provide the best customer care in the industry starting with friendly, experienced sales people committed to making Lambert Vet Supply our customer's lifetime source for the pet advice and products for the health and well-being of their pets. '“ less"
107,"Smart & Final is a chain of warehouse-style food and supply stores based in Commerce, California, which developed through a series of mergers and expansions. The oldest of the combined companies, Hellman-Haas Grocery, was founded in 1871 in Los Angeles. The company has expanded to over 250 stores in the Western United States and northern Mexico."
108,"We don't just sell sports gear. Rally House is a specialty sports boutique offering the greatest selection of apparel, sporting local NCAA, NFL, MLB, NBA, NHL and MLS teams that's both fashion forward and perfect for the big game. Our stores offer carefully-curated clothing, exclusive gifts, and local novelties fit for any fan. We encourage our team to show their team spirit, so customers feel welcome to strike up a conversation about their favorite team, the latest game or even their favorite rivalry! We want to be more than just another sports store, and our team helps us stand apart from the competition. '“ less"
109,"America's Car-Mart was founded in 1981 when the first location opened in Northwest Arkansas. There was a need for hard-working people to find affordable vehicles in the local community. While other dealers were turning people down due to credit, Car-Mart invested confidence in those people, sold them a quality vehicle and welcomed them into the Car-Mart family! Car-Mart became an instant success, and in 1982, three more locations were opened. We have grown tremendously in the past 30 plus years, and we continue to expand our footprint across the country!

Car-Mart is a growing company that believes in a culture of compassion, respect, excellence and integrity. We hire associates who live by these values, who have a passion for helping customers, and who want to grow their careers.

When you join a team like ours, you get a supportive, diverse group of coworkers who become like family. It's truly a great place to be. If you're ready to make a change, apply with us today!

Today, Car-Mart has locations in 12 states, including; Arkansas, Alabama, Georgia, Illinois, Indiana, Iowa, Oklahoma, Mississippi, Missouri, Kentucky, Tennessee, and Texas. Car-Mart now has over 80,000 customers, but the culture of the company and the high level of customer service has remained the same!

Recognized by Forbes as one of America's Best Mid-Size Employers for 2018 and again in 2019! '“ less"
110,"At Buc-ee's, we consistently look for passionate individuals with the desire and ability to provide exceptional service, to be part of a dynamic team, and to self-manage. Every staff member is important to the success of the entire team and therefore needs to have a positive approach to their work, a good eye for detail, and a desire for personal growth and development. '“ less"
111,"Parkway RV Center Inc is a family owned and operated business. We specialize in the sales of used RV's. Our family has been in the RV business for over 40 years and three generations right here in Ringgold, Georgia. For more information please visit our website www.parkwayrvcenter.com"
112,"GiftsForYouNow.com is a great way to find a personalized gift for any occasion. Let us help you find that perfect gift for that special person in your family or for a special friend.

Gifts For You is a provider of personalized gifts for all occasions. Our mission is to provide Personalized Gift solutions for everyone and every occasion. The primary focus at Gifts For You is creating highly personalized gifts with many options; making your gifts even more custom and unique. Over the years, Gifts For You has expanded it's offering to include thousands of gift ideas for any gift occasion imaginable. Our most popular gifts are our personalized t-shirts and sweatshirts.

What makes our gifts unique is that you can choose your design with a special saying and then personalize your gift idea with any title, like Mom, Grandma, Dad, Grandpa or anything else like Mammaw, Pappa, PopPop and Nana. You choose whatever you like. To top off your personalized gift, Gifts For You will add up to 30 children or grandchildren's names at no additional cost. In addition to this level of customization and personalization our prices are the lowest.

At Gifts For You we offer selection, service and price. At a shopping or strip mall the same gifts could cost as much as double or even triple our everyday cost. Gifts For You keeps your gift giving solutions easy. Choose your design, choose your product, add your personalization and you're done. Now you have a perfect personalized gift idea for your next gift giving occasion. Start shopping now for all your gifts needs. '“ less"
113,"Each Bristol Farms store maintains a large staff who are always available to offer assistance to customers. At this time, our company's staff totals approximately 2,200. Employees are hired after exhaustive screening for friendliness, personality and enthusiasm, in addition to specific product and food knowledge.
Bristol Farms considers its employees team members, its most important asset, and a true competitive advantage. According to Adam Caldecott, Chairman/President/CEO, 'œBecause so much of our business depends on serving the customer and on the value and knowledge we provide, the best way we can attract and retain the caliber of people we need is to treat our employees exactly as we would want to be treated on the job.' '“ less"
114,"Holiday Stationstores is a recognized leader in the convenience store industry with over 500 stores throughout 10 states in the northern tier region of the United States: Minnesota, Wisconsin, Michigan, North Dakota, South Dakota, Montana, Wyoming, Idaho, Washington and Alaska.
In 2017, Holiday was acquired by Alimentation Couche-Tard, one of the world's leading convenience retailers, and became part of the Circle K family of stores. Couche-Tard developed Circle K into a global brand, represented in over 20 countries. It's one of the most recognized convenience stores, known worldwide for quality products and great customer service. Holiday is proud to join a team that is just as committed to providing the finest possible customer service as the Erickson brothers were back in 1928. '“ less"
115,"WE ARE GIANT FOOD

Since 1936 when the first Giant Food store opened in Washington, DC, the Giant Food division has been dedicated to quality, value and service. That focus continues to this day, both within stores and through its commitment to community growth and development. Based in Hyattsville, MD, Giant currently operates over 160 stores in Virginia, Maryland, Delaware and the District of Columbia.

With annual sales of approximately $5 billion, Giant serves approximately 2 million customers weekly. As one of the largest private employers in both Maryland and Washington DC, Giant Food employs approximately 17,000 full and part time associates.

The company is a member of the U.S. Green Building Council and has been recognized by the EPA for superior energy management of its stores and is also a member of the EPA's Smart Way program.

In 2018, Giant Food donated over $17 million in monetary and food donations including over 5.5 million pounds of food to our five Feeding America food bank partners:

Capital Area Food Bank
Maryland Food Bank
Food Bank of Delaware
Fredericksburg Regional Food Bank
Blue Ridge Area Food Bank

Additionally, Giant Food raised and donated $682,000 to the USO-Metro and $2.1 million for Pediatric Cancer Research (Since 2005, Giant has raised and donated $21.3 million), which included $1.5 million donated to Johns Hopkins Oncology Department and $500,000+ donated to the Children's Cancer Foundation.

Giant Food is a member of the Ahold Delhaize USA group, of which the parent company is Ahold Delhaize of the Netherlands. In addition to major supermarket chains Food Lion, Giant Food, GIANT / MARTIN'S Food Stores , Hannaford, and Stop & Shop, our U.S. family also includes the country's leading online grocer, Peapod. The 204,000 talented associates at our local companies serve millions of customers each week in more than 2,000 stores and distribution centers across 23 states. As the largest retail grocer on the eastern coast, Ahold Delhaize USA generated more than $44 billion in revenue in 2018. '“ less"
116,"Younkers, Inc. is a part of the Bon-Ton Stores Inc. At The Bon-Ton Stores, our mission is to offer inspiring style at a great value, tailored to today's modern family, providing an exceptional customer experience in every community we serve.

With corporate headquarters in York, PA and Milwaukee, WI, we operate over 270 stores, which includes 10 furniture galleries, in 26 states in the Northeast, Midwest and upper Great Plains under the Bon-Ton, Bergner's, Boston Store, Carson's, Elder-Beerman, Herberger's and Younkers nameplates.

WHAT WE VALUE

We hold ourselves accountable for driving results and the good stewardship of our company. We are committed to excellence and exceeding the customer's expectations, focusing on continuous improvement in each of our areas. We are proud of our heritage, but we seek new ideas and embrace change needed to drive future growth.

We are one team, working together for a common goal. We care about our customers and give them exceptional service that is always friendly and welcoming. We care about our associates' well-being and are invested in their success. We give back to the communities we serve. We are excited about re-energizing our business, and approach all our challenges with energy and drive. We love what we do!

Every product and every customer experience should express our Brands' approach to fashion - current, tasteful, unique and inspired - and connect with our customer's lifestyle. Our style is her style. '“ less"
117,"Careers with Healthy Living
At Healthy Living we really believe that serving people'¦ our Guests, our Staff, our truck drivers, our vendors, our cleaning crew'¦ brings us true joy and makes everything else we do better. Yes, we want to provide the community we love with the best food. Yes, we want to maintain high standards in choosing the organic, natural and local foods we sell. True, we believe it is important to sell only the finest supplements and body care products. BUT our first and foremost reason for being here is to serve our team members with respect and care, our guests with memorable experiences, our community through our outreach program, and everyone else who participates in our business. We are committed to creating a great place to work, with our $13/hour starting wage and exceptional benefits (8 weeks maternity/paternity leave, 5% 401k match, paid time off, lots of free food, and way more), so please check out our open positions today!

Questions? Email HR at: HR@healthylivingmarket.com.

OUR MISSION:
We're on a mission to fuel a passion for great food, health and well-being and be the place where people gather to shop, eat, and work.

OUR GUIDING PRINCIPLES
An outstanding place to work
Super healthful, innovative, delicious food - We've never wavered from our standards!
Amazing hospitality
The most inviting place to shop and eat
Deep devotion to local farmers and producers
An educated staff
An active, vibrant role in our community

Healthy Living is a locally owned, independent chain of supermarkets serving communities in Vermont and New York. We look forward to serving you! '“ less"
118,"Dillons is a grocery supermarket chain based in Hutchinson, Kansas, and is a division of The Kroger Company. Other banners under Dillon Stores Division include Gerbes in Missouri, Baker's in Omaha, Nebraska, and a Food 4 Less store in Fremont, Nebraska."
119,"REI is a national outdoor retail cooperative, committed to inspiring, educating and outfitting for a lifetime of outdoor adventures. Founded in 1938 by a group of Pacific Northwest mountaineers seeking quality equipment, REI is today the nation's largest consumer co-op with more than two million active members. REI offers products from all of the top brands for camping, climbing, cycling, hiking, outdoor cross training, paddling, snow sports and travel, including its own line of award-winning gear and apparel. While anyone may join or shop at REI, members pay a one-time $20 fee and receive a share in the company's profits through an annual member refund based on their purchases. REI currently operates stores in 25 states, two online stores-REI.com and REI-OUTLET.com-and an adventure travel company, REI Adventures. A portion of REI's profits is set aside each year for support of environmental stewardship and outdoor recreation causes. '“ less"
120,"A|X Armani Exchange is accessible Armani, inspired by street-chic culture, fashionable dance music and everything that signifies freedom and personal style.
Armani Exchange is the youthful label created by Italian designer and entrepreneur Giorgio Armani."
121,"Inter-State Studio and Publishing Co. provides high quality and highly innovative school photography, yearbooks, memory books, and student planners to elementary, middle and high schools across the United States. Professional posing and backgrounds combined with personalized graphics and design to bring out the unique personality of each child. Each portrait, yearbook, memory book and student planner is uniquely personalized to be an everlasting memory to share with the whole family. '“ less"
122,"Pet Supermarket has it all for your furry friends. We welcome customers to share their shopping experience with their pets. We sell more than 8,000 pet care products and services on our website and in over 180 stores located in a dozen states. We specialize in pet food, toys, medicine and clothing, and also offer pet grooming in some locations. In addition, Pet Supermarket works with area organizations to host adoptions and related events for animal welfare. '“ less"
123,"Trav's offers over 45 quality brands with the greatest selection of 400+ shoe styles to choose from. In addition, Trav's has an impressive selection of over 80 women's styles.

The Trav's Shoemobile carries 800-1500 pairs of INSTOCK shoes for fast on-site convenient shopping for your employees. With over 25 years in the industrial footwear business, we get the shoe and fit done right... We just work HARDER!

Here at Trav's we take HR and Safety Directors out of the shoe business. We take care of your employees' footwear needs. We will adjust our processes to fit your needs.

Trav's mission is simple, honest, business ethics. If we don't believe something is right, we don't do it. '“ less"
124,"Our retail business is fast-paced and exciting, but we take pride in our beautiful showrooms and family-owned business. You're not just an associate, you're part of the Levin Family. Our vision is to be a place where people are happy to come to work and are proud of the company they work for. Are you friendly, enthusiastic and passionate about giving customers the best experience possible? Join our team today! '“ less"
125,"Redner's Markets, Inc. is an American supermarket chain that currently operates 39 Warehouse Markets and 13 Redner's Quick Shoppe convenience stores located in Pennsylvania, Delaware, Maryland, New York, New Jersey, Virginia, West Virginia and Ohio . Redner's Warehouse Markets has a distribution warehouse located in Maidencreek Township, Pennsylvania."
126,"Today Atwoods operates 63 stores in Oklahoma, Arkansas, Missouri, Texas, and Kansas and has added Clothing, Tools & Hardware, Lawn & Garden, Sporting Goods, Pet Supplies, and Seasonal categories to its merchandise assortment. The Atwoods' Team is now well over 2500 strong. Atwoods has grown from its original 8,000 square feet to over 4,000,000 square feet of retail space. The Company has undergone many changes over the past 60 years. One thing that has not changed is our commitment to serving our customers with quality merchandise at great prices. We thank all of you who believe in Atwoods, you are the key to our success. '“ less"
127,"Lavish Beauty Salon & Spa is located in the Elmont/South Floral Park area of Long Island, as well as online at www.lavishbeautyspa.com. We are a one-stop-shop for hair care, makeup, skin care and nail care needs. Our licensed beauty professionals have the knowledge and expertise needed to help our clients look and feel their best; because when you look good you feel good. We also have our own line of organic hair care, personal care and skin care products branding our beauty-wellness culture. '“ less"
128,"Our philosophy is simple: We make being fit fun and entertaining for the entire family. That's because we, too, are family members and we recognize that without health, nothing else really matters. If you are passionate about health, wellness and providing exceptional customer service, then we want you to Bring your It to Cal Fit!"
129,"Web Direct Brands is an online retail corporation that began in 2002. Operating as a corporate base, Web Direct Brands owns and runs a growing number of online e-tailers. These web sites all operate independently of one another, but are governed by the same dedication to customer support and are each held to the same management principles. We provide a retail experience for our customers that far surpasses the information and knowledgeable assistance that can be found in any brick and mortar store, and has been unmatched on the web. '“ less"
130,"Dierbergs Markets is a privately owned, family-run business in its 4th generation of leadership. Originating in 1854 with its first location on Olive Street Road, it has grown to 25 stores primarily in the St. Louis region, with two stores in Illinois, and one in the Ozarks. In addition, there are 3 plant facilities; a Central Bakery, Central Kitchen, and Central Floral Design facility which supports the store operations. Dierbergs currently has over 4,000 Associates company-wide who share in our 160 year history and uphold our reputation built on hard work, personal service and a commitment to meeting the growing needs of our area through Community service.
Information here about the location itself: Corporate Office, Central Kitchen, Central Design, etc.

At Dierbergs, we recognize that our continued success can only be achieved through the enthusiastic team effort of all associates; therefore, we pride ourselves on selecting associates that exemplify our high standards. Because we believe our associates are our most important asset, we will always strive to create a culture that encourages teamwork and open communication.

From time to time, we are asked, 'œWhat's the secret to Dierbergs success?' We know that it is clichÃ©, but at Dierbergs, we've always put people first. It's a philosophy that has been the foundation of the Dierbergs culture. ~Bob Dierberg, Chairman of Dierberg Markets '“ less"
